//scn,inj,int,Commit,SU,SD,Hot,Warm,Cold,Failed,StatusViolation,TimeViolation,BaseCost,StartCost,Penalty
ScnDA,110011_N1,22,0,0,0,0,0,0,0,+0.0000e+000,+0.0000e+000,0.000,0.000,0.000
ScnDA,110011_N1,23,0,0,0,0,0,0,0,+0.0000e+000,+0.0000e+000,0.000,0.000,0.000
ScnDA,110011_N1,24,0,0,0,0,0,0,0,+0.0000e+000,+0.0000e+000,0.000,0.000,0.000
ScnDA,110012_N2,1,0,0,0,0,0,0,0,+0.0000e+000,+0.0000e+000,0.000,0.000,0.000
ScnDA,110012_N2,2,0,0,0,0,0,0,0,+0.0000e+000,+0.0000e+000,0.000,0.000,0.000
ScnDA,110012_N2,3,0,0,0,0,0,0,0,+0.0000e+000,+0.0000e+000,0.000,0.000,0.000
ScnDA,110012_N2,4,0,0,0,0,0,0,0,+0.0000e+000,+0.0000e+000,0.000,0.000,0.000
ScnDA,110012_N2,5,0,0,0,0,0,0,0,+0.0000e+000,+0.0000e+000,0.000,0.000,0.000
ScnDA,110012_N2,6,0,0,0,0,0,0,0,+0.0000e+000,+0.0000e+000,0.000,0.000,0.000
ScnDA,110012_N2,7,0,0,0,0,0,0,0,+0.0000e+000,+0.0000e+000,0.000,0.000,0.000
ScnDA,110012_N2,8,0,0,0,0,0,0,0,+0.0000e+000,+0.0000e+000,0.000,0.000,0.000
ScnDA,110012_N2,9,0,0,0,0,0,0,0,+0.0000e+000,+0.0000e+000,0.000,0.000,0.000
ScnDA,110012_N2,10,0,0,0,0,0,0,0,+0.0000e+000,+0.0000e+000,0.000,0.000,0.000
ScnDA,110012_N2,11,0,0,0,0,0,0,0,+0.0000e+000,+0.0000e+000,0.000,0.000,0.000
ScnDA,110012_N2,12,0,0,0,0,0,0,0,+0.0000e+000,+0.0000e+000,0.000,0.000,0.000
ScnDA,110012_N2,13,0,0,0,0,0,0,0,+0.0000e+000,+0.0000e+000,0.000,0.000,0.000
ScnDA,110012_N2,14,0,0,0,0,0,0,0,+0.0000e+000,+0.0000e+000,0.000,0.000,0.000
ScnDA,110012_N2,15,0,0,0,0,0,0,0,+0.0000e+000,+0.0000e+000,0.000,0.000,0.000
ScnDA,110012_N2,16,0,0,0,0,0,0,0,+0.0000e+000,+0.0000e+000,0.000,0.000,0.000
ScnDA,110012_N2,17,0,0,0,0,0,0,0,+0.0000e+000,+0.0000e+000,0.000,0.000,0.000
ScnDA,110012_N2,18,0,0,0,0,0,0,0,+0.0000e+000,+0.0000e+000,0.000,0.000,0.000
ScnDA,110012_N2,19,0,0,0,0,0,0,0,+0.0000e+000,+0.0000e+000,0.000,0.000,0.000
ScnDA,110012_N2,20,0,0,0,0,0,0,0,+0.0000e+000,+0.0000e+000,0.000,0.000,0.000
ScnDA,110012_N2,21,0,0,0,0,0,0,0,+0.0000e+000,+0.0000e+000,0.000,0.000,0.000
ScnDA,110012_N2,22,0,0,0,0,0,0,0,+0.0000e+000,+0.0000e+000,0.000,0.000,0.000
